code;name;gen_cat;comb_cls;bidi_cat;dec_map;dec_dig_val;dig_val;num_val;mir;one_name;cmt;uc;lc;tc
178325;CJK UNIFIED IDEOGRAPH-2B895;Lo;0;L;;;;;N;;;;;
178326;CJK UNIFIED IDEOGRAPH-2B896;Lo;0;L;;;;;N;;;;;
178327;CJK UNIFIED IDEOGRAPH-2B897;Lo;0;L;;;;;N;;;;;
178328;CJK UNIFIED IDEOGRAPH-2B898;Lo;0;L;;;;;N;;;;;
178329;CJK UNIFIED IDEOGRAPH-2B899;Lo;0;L;;;;;N;;;;;
178330;CJK UNIFIED IDEOGRAPH-2B89A;Lo;0;L;;;;;N;;;;;
178331;CJK UNIFIED IDEOGRAPH-2B89B;Lo;0;L;;;;;N;;;;;
178332;CJK UNIFIED IDEOGRAPH-2B89C;Lo;0;L;;;;;N;;;;;
178333;CJK UNIFIED IDEOGRAPH-2B89D;Lo;0;L;;;;;N;;;;;
178334;CJK UNIFIED IDEOGRAPH-2B89E;Lo;0;L;;;;;N;;;;;
178335;CJK UNIFIED IDEOGRAPH-2B89F;Lo;0;L;;;;;N;;;;;
178336;CJK UNIFIED IDEOGRAPH-2B8A0;Lo;0;L;;;;;N;;;;;
178337;CJK UNIFIED IDEOGRAPH-2B8A1;Lo;0;L;;;;;N;;;;;
178338;CJK UNIFIED IDEOGRAPH-2B8A2;Lo;0;L;;;;;N;;;;;
178339;CJK UNIFIED IDEOGRAPH-2B8A3;Lo;0;L;;;;;N;;;;;
178340;CJK UNIFIED IDEOGRAPH-2B8A4;Lo;0;L;;;;;N;;;;;
178341;CJK UNIFIED IDEOGRAPH-2B8A5;Lo;0;L;;;;;N;;;;;
178342;CJK UNIFIED IDEOGRAPH-2B8A6;Lo;0;L;;;;;N;;;;;
178343;CJK UNIFIED IDEOGRAPH-2B8A7;Lo;0;L;;;;;N;;;;;
178344;CJK UNIFIED IDEOGRAPH-2B8A8;Lo;0;L;;;;;N;;;;;
178345;CJK UNIFIED IDEOGRAPH-2B8A9;Lo;0;L;;;;;N;;;;;
178346;CJK UNIFIED IDEOGRAPH-2B8AA;Lo;0;L;;;;;N;;;;;
178347;CJK UNIFIED IDEOGRAPH-2B8AB;Lo;0;L;;;;;N;;;;;
178348;CJK UNIFIED IDEOGRAPH-2B8AC;Lo;0;L;;;;;N;;;;;
178349;CJK UNIFIED IDEOGRAPH-2B8AD;Lo;0;L;;;;;N;;;;;
178350;CJK UNIFIED IDEOGRAPH-2B8AE;Lo;0;L;;;;;N;;;;;
178351;CJK UNIFIED IDEOGRAPH-2B8AF;Lo;0;L;;;;;N;;;;;
178352;CJK UNIFIED IDEOGRAPH-2B8B0;Lo;0;L;;;;;N;;;;;
178353;CJK UNIFIED IDEOGRAPH-2B8B1;Lo;0;L;;;;;N;;;;;
178354;CJK UNIFIED IDEOGRAPH-2B8B2;Lo;0;L;;;;;N;;;;;
178355;CJK UNIFIED IDEOGRAPH-2B8B3;Lo;0;L;;;;;N;;;;;
178356;CJK UNIFIED IDEOGRAPH-2B8B4;Lo;0;L;;;;;N;;;;;
178357;CJK UNIFIED IDEOGRAPH-2B8B5;Lo;0;L;;;;;N;;;;;
178358;CJK UNIFIED IDEOGRAPH-2B8B6;Lo;0;L;;;;;N;;;;;
178359;CJK UNIFIED IDEOGRAPH-2B8B7;Lo;0;L;;;;;N;;;;;
178360;CJK UNIFIED IDEOGRAPH-2B8B8;Lo;0;L;;;;;N;;;;;
